ID,SID,Vowel,Gender,Roughness,Breathiness,Brightness,Naturalness
24,m8,o,male,-2,-1,-2,-3
24,m5,o,male,0,-3,-3,-4
24,f8,i,female,0,-3,-2,-4
24,f6,o,female,0,-2,-3,-4
24,m8,i,male,0,-2,-2,-4
24,f4,o,female,0,-2,-2,-3
24,f8,o,female,-1,-3,-3,-4
24,m2,a,male,-1,-2,-1,-3
24,m1,a,male,-1,-2,-2,-3
24,f5,a,female,0,-2,-2,-4
24,m2,o,male,1,-1,-2,-4
24,f8,a,female,-1,-2,-2,-3
24,m8,a,male,-2,-2,-2,-4
24,f1,i,female,-1,-2,-2,-3
24,m4,a,male,0,-1,-2,-2
24,m4,i,male,-1,-2,-2,-3
24,f6,i,female,0,-2,-3,-2
24,f4,a,female,-1,-3,-4,-4
24,f5,i,female,1,-1,-2,-4
24,m5,i,male,0,-2,-4,-4
24,f1,o,female,0,-3,-4,-4
24,m1,o,male,2,-2,-3,-4
24,f4,i,female,0,-1,-2,-4
24,m5,a,male,-1,-3,-3,-4
24,f6,a,female,0,-2,-2,-4
25,m2,a,male,2,-2,-1,-4
25,m5,i,male,1,2,3,-4
25,m4,i,male,-1,3,0,4
25,m5,o,male,2,-2,-3,-4
25,f8,a,female,2,-2,2,-4
25,f4,i,female,-2,2,2,-4
25,m1,o,male,3,-2,3,4
25,f4,a,female,3,-2,2,-4
25,m5,a,male,-2,2,-2,-1
25,f6,a,female,-2,3,3,-3
25,f5,i,female,-2,3,2,4
25,m1,i,male,-3,3,-1,-2
25,f6,i,female,-2,3,-2,0
25,f5,o,female,-2,-2,2,-2
25,m8,o,male,3,2,1,-2
25,f8,o,female,-3,-2,3,-2
25,f1,o,female,-2,2,-3,-3
25,m1,a,male,3,-1,-2,-3
25,f8,i,female,-3,2,2,-1
25,m8,a,male,3,2,-3,0
25,m4,a,male,-1,1,2,3
25,f1,a,female,-1,3,1,-2
25,f6,o,female,0,0,0,0
25,m2,o,male,-2,1,-3,-3
25,f4,o,female,2,-2,1,3
25,m2,i,male,1,-2,1,0
25,m4,o,male,1,-1,-2,-3
25,f1,i,female,1,-2,-3,-3
25,m8,i,male,2,2,-2,0
25,f5,a,female,-1,-3,-3,-4
26,m1,i,male,3,-1,-2,-3
26,m5,i,male,-1,-2,-4,-3
26,m1,o,male,-1,-1,-4,-4
26,m8,i,male,-1,-1,-2,-1
26,f8,i,female,-1,-1,-2,-2
26,f4,o,female,1,-1,-1,-2
26,m4,a,male,1,-1,-3,-3
26,f8,o,female,0,-1,-2,-2
26,f5,a,female,0,-1,-1,-2
26,m2,a,male,-2,-2,-2,-2
26,m8,o,male,-1,-2,-2,-2
26,m5,a,male,-1,-3,-3,-3
26,m2,o,male,-1,-2,-3,-3
26,f4,a,female,-1,-1,-1,-1
26,f6,a,female,2,-1,-1,-2
26,m2,i,male,0,-2,-2,-2
26,f1,i,female,-2,-2,-3,-2
26,f5,o,female,1,2,1,1
26,f1,a,female,-1,-1,-2,-3
26,m4,o,male,-1,-3,-3,-3
26,f6,i,female,-2,-3,-2,-2
26,m1,a,male,-1,-2,-3,-3
26,m8,a,male,-1,-3,-2,-2
26,f8,a,female,-2,-2,-3,-3
26,m5,o,male,-1,-1,-2,-3
26,f6,o,female,0,0,0,0
26,f1,o,female,-2,-2,-3,-3
26,f5,i,female,1,-1,-1,0
26,f4,i,female,-1,-1,-2,-1
26,m4,i,male,-1,-2,-2,-2
27,f8,o,female,4,-4,-4,-4
27,f6,a,female,-2,-4,-2,-4
27,m4,a,male,1,-3,-2,-3
27,m2,a,male,4,-2,-3,-4
27,m1,i,male,3,-2,-3,-3
27,m8,i,male,3,-4,-3,-4
27,f1,o,female,4,-3,-3,-4
27,f6,i,female,2,-3,-3,-4
27,m1,o,male,4,-4,-4,-4
27,f8,a,female,3,-4,-4,-4
27,f5,a,female,3,-3,-4,-4
27,f5,o,female,2,-4,-3,-3
27,f1,a,female,4,-3,-2,-4
27,f4,o,female,3,-3,-4,-3
27,f4,a,female,3,-4,-4,-4
27,m2,o,male,4,-4,-4,-4
27,f1,i,female,4,-4,-4,-4
27,m1,a,male,4,-3,-3,-3
27,m4,o,male,4,-4,-3,-4
27,f5,i,female,-1,-3,-2,-4
27,m5,o,male,0,-3,-3,-4
27,m5,a,male,4,-4,-3,-3
27,m2,i,male,1,-3,-3,-2
27,m4,i,male,4,-1,-2,-3
27,m5,i,male,4,-4,-4,-4
27,m8,o,male,-1,-3,-2,-3
27,m8,a,male,2,-3,-2,-3
27,f6,o,female,3,-3,0,-2
27,f8,i,female,1,-3,-3,-3
27,f4,i,female,3,-4,-4,-3
28,f5,o,female,-2,-2,2,-3
28,m2,a,male,1,-3,-3,-4
28,m8,a,male,3,-3,-2,-3
28,f8,i,female,1,-3,2,-3
28,m8,i,male,-2,-3,1,-4
28,f6,i,female,2,-3,-1,-3
28,m8,o,male,-2,-4,1,-3
28,f8,a,female,-3,-4,-2,-4
28,m5,i,male,-2,-4,1,-3
28,f4,i,female,-1,-2,0,-2
28,m1,i,male,2,-3,1,-3
28,f4,o,female,1,-2,1,-2
28,m1,a,male,-2,-3,1,-3
28,f1,a,female,-2,-4,-1,-4
28,m1,o,male,-1,-2,1,-3
28,f5,i,female,-1,-1,0,-1
28,f6,o,female,-1,-1,0,-1
28,f8,o,female,-2,-1,-1,-1
28,f1,i,female,-3,-3,1,-2
28,m2,i,male,-2,-2,1,-2
28,f5,a,female,-2,-3,0,-3
28,f1,o,female,-2,-3,0,-2
28,f4,a,female,-2,-2,2,-2
28,f6,a,female,-2,-3,0,-3
28,m4,a,male,-2,-4,1,-4
28,m5,a,male,-3,-4,-2,-4
28,m2,o,male,-3,-2,1,-4
28,m5,o,male,-2,-1,1,-2
28,m4,i,male,-3,-2,-2,-3
28,m4,o,male,-3,-3,-1,-4
29,m8,o,male,-3,-3,-3,-2
29,m5,o,male,-2,-2,-2,-3
29,m4,i,male,-3,-2,-3,-2
29,f8,o,female,-3,-3,0,-3
29,m5,a,male,-3,-2,-3,-1
29,m8,a,male,-2,-2,-2,-3
29,f1,a,female,-2,-2,-3,-3
29,f4,o,female,0,0,-1,-3
29,f6,a,female,-2,-3,-3,-3
29,m2,o,male,-3,-1,-3,-3
29,f4,i,female,-2,-3,-2,-3
29,m1,a,male,-2,-3,-3,-2
29,f1,i,female,-3,-3,-3,-2
29,f5,a,female,2,-2,-3,-1
29,f8,a,female,2,-3,-3,-3
29,f1,o,female,-2,-3,-3,-3
29,f5,o,female,3,3,2,1
29,m2,i,male,2,-3,-3,-3
29,f8,i,female,-2,2,3,-1
29,m4,o,male,-3,-3,-3,-3
29,m5,i,male,2,-3,-3,-2
29,m1,i,male,-3,-3,-2,2
29,m1,o,male,-2,-2,-3,-2
29,f5,i,female,0,0,-2,1
29,m8,i,male,-2,-2,-2,-2
29,f6,o,female,-3,0,0,2
29,f6,i,female,3,-2,-3,-1
29,f4,a,female,-2,-2,-2,-2
29,m2,a,male,-3,-2,-2,-3
29,m4,a,male,3,-2,2,1
30,f8,o,female,2,-4,-3,-3
30,m5,i,male,-1,-4,-3,-3
30,m4,o,male,1,-4,-3,-4
30,f4,a,female,-2,-4,-3,-4
30,f1,a,female,0,-4,-3,-4
30,m1,i,male,2,-4,-3,-4
30,m5,a,male,0,-3,-3,-4
30,f5,a,female,1,-4,-4,-3
30,m2,o,male,2,-4,-3,-4
30,m1,a,male,3,-4,-3,-4
30,f1,i,female,0,-4,-3,-4
30,f4,i,female,0,-4,-3,-4
30,f8,a,female,0,-4,-3,-4
30,f4,o,female,-1,-4,-3,-4
30,m5,o,male,2,-4,-3,-4
30,m8,a,male,-1,-4,-4,-4
30,m4,i,male,1,-4,-3,-3
30,f5,o,female,0,-4,-4,-4
30,m4,a,male,2,-4,-3,-3
30,f6,i,female,1,-4,-3,-3
30,m8,i,male,0,-4,-3,-4
30,m2,a,male,1,-4,-3,-3
30,m8,o,male,0,-3,-3,-3
30,m1,o,male,-1,-3,-3,-3
30,f8,i,female,2,-3,-3,-2
30,f6,o,female,-1,-3,-4,-4
30,m2,i,male,1,-2,-3,-3
30,f6,a,female,1,-3,-4,-4
30,f5,i,female,0,-3,-3,-4
30,f1,o,female,0,-4,-3,-3
31,f1,o,female,0,-2,-1,-3
31,f6,o,female,-1,-1,-2,-2
31,f1,a,female,-2,-2,-2,-2
31,m5,o,male,-2,-1,-1,-3
31,f8,i,female,1,-1,-1,-1
31,f4,i,female,-1,-1,-1,-1
31,m2,o,male,1,0,-2,-3
31,m1,a,male,0,-1,3,-4
31,f4,a,female,1,-1,-1,-2
31,f8,a,female,1,-1,-2,-3
31,m8,a,male,0,0,-1,-1
31,f5,o,female,-1,-3,-3,-1
31,f6,a,female,-1,-3,1,-2
31,f6,i,female,-1,2,-3,2
31,m5,a,male,-1,-2,-2,-1
31,m1,o,male,2,-2,2,-3
31,m5,i,male,-2,-2,2,-3
31,m1,i,male,-1,-1,3,-3
31,m2,a,male,-1,2,2,2
31,m8,i,male,-1,-2,-1,-3
31,m4,o,male,-1,-3,4,-4
31,f5,i,female,1,-3,3,-3
31,m4,a,male,0,-2,4,-1
31,f8,o,female,-1,-2,3,-3
31,m2,i,male,0,0,2,0
31,f4,o,female,-1,-1,-1,-1
31,m8,o,male,-1,-1,-1,-3
31,f5,a,female,-1,-2,-3,-2
31,m4,i,male,-1,-2,3,-3
31,f1,i,female,-1,1,1,1
32,f1,o,female,4,-2,0,-4
32,m8,a,male,2,-2,-2,-3
32,m1,o,male,4,-1,0,-4
32,f5,o,female,2,-4,-1,-4
32,f8,i,female,3,-1,3,-2
32,m8,o,male,2,-2,-3,-3
32,f4,i,female,3,-2,2,-3
32,m5,a,male,2,-2,-1,-3
32,f5,a,female,3,-2,-1,-4
32,m8,i,male,1,-3,0,-3
32,f6,a,female,3,-4,-3,-3
32,m2,o,male,4,-1,1,-4
32,m1,i,male,2,-2,2,-2
32,m5,i,male,2,-4,0,-2
32,m1,a,male,3,-1,1,-3
32,m2,i,male,2,0,1,-2
32,f5,i,female,0,-2,-3,-2
32,m5,o,male,1,-2,-3,-4
32,f8,a,female,3,-2,0,-3
32,f4,a,female,3,-3,1,-4
32,m4,i,male,4,-1,-2,-4
32,f6,o,female,1,-2,-2,-3
32,f6,i,female,2,-1,1,-3
32,m4,a,male,1,-2,-2,-2
32,f1,i,female,3,-3,1,-4
32,m2,a,male,1,-1,-2,-1
32,f8,o,female,4,-1,1,-4
32,f4,o,female,3,-4,1,-4
32,m4,o,male,4,-1,-2,-4
32,f1,a,female,1,-2,0,-4
