ID,SID,Gender,Vowel,Condition,Rating
13,m1,male,a,anchor,-2
13,m2,male,a,anchor,5
13,m8,male,i,anchor,-10
13,f8,female,o,anchor,-35
13,f1,female,o,anchor,-33
13,m8,male,a,anchor,-9
13,m2,male,i,anchor,-10
13,m4,male,o,anchor,-43
13,m2,male,o,anchor,-32
13,f5,female,a,anchor,-14
13,f5,female,o,anchor,-15
13,f1,female,a,anchor,-51
13,f8,female,a,anchor,-34
13,f6,female,a,anchor,-13
13,f5,female,i,anchor,-9
13,f4,female,o,anchor,-15
13,f6,female,o,anchor,-38
13,m1,male,o,anchor,-4
13,f8,female,i,anchor,-22
13,m1,male,i,anchor,-16
13,m4,male,i,anchor,-23
13,f4,female,a,anchor,-44
13,m5,male,o,anchor,-34
13,m5,male,i,anchor,-26
13,f6,female,i,anchor,-31
13,f1,female,i,anchor,-36
14,m2,male,o,anchor,-11
14,f1,female,a,anchor,-58
14,f6,female,i,anchor,-49
14,m5,male,o,anchor,-35
14,m5,male,a,anchor,-21
14,m1,male,i,anchor,-34
14,f5,female,i,anchor,-32
14,f4,female,a,anchor,-49
14,m8,male,a,anchor,-25
14,f8,female,a,anchor,-51
14,m1,male,a,anchor,-37
14,m5,male,i,anchor,-21
14,m8,male,i,anchor,-44
14,f5,female,a,anchor,-39
14,f6,female,a,anchor,-11
14,f1,female,o,anchor,-49
14,m4,male,o,anchor,-13
14,m2,male,i,anchor,-9
14,f6,female,o,anchor,-45
14,m4,male,i,anchor,12
14,m4,male,a,anchor,13
14,f1,female,i,anchor,-35
14,m2,male,a,anchor,-12
14,f4,female,i,anchor,-6
14,m1,male,o,anchor,-19
14,f5,female,o,anchor,-12
14,f4,female,o,anchor,-44
14,f8,female,o,anchor,-32
14,f8,female,i,anchor,-18
14,m8,male,o,anchor,-30
15,m8,male,i,anchor,-80
15,f8,female,o,anchor,-54
15,f6,female,o,anchor,-27
15,f8,female,i,anchor,-50
15,m1,male,i,anchor,-27
15,m8,male,o,anchor,-53
15,m1,male,a,anchor,-44
15,f4,female,i,anchor,-25
15,m5,male,a,anchor,-68
15,f5,female,i,anchor,-36
15,f1,female,o,anchor,-35
15,f6,female,i,anchor,-40
15,m2,male,i,anchor,-45
15,f5,female,a,anchor,-51
15,f1,female,i,anchor,-70
15,m5,male,o,anchor,-58
15,m1,male,o,anchor,-50
15,f5,female,o,anchor,-40
15,m4,male,a,anchor,-68
15,f6,female,a,anchor,-54
15,f4,female,o,anchor,-48
15,f4,female,a,anchor,-53
15,m8,male,a,anchor,-40
15,m4,male,i,anchor,-50
15,m4,male,o,anchor,-65
15,f1,female,a,anchor,-60
15,m2,male,o,anchor,-60
15,m2,male,a,anchor,-51
15,m5,male,i,anchor,-70
15,f8,female,a,anchor,-60
16,f6,female,i,anchor,-40
16,f8,female,a,anchor,-41
16,m5,male,o,anchor,-34
16,m4,male,a,anchor,-64
16,f6,female,a,anchor,-39
16,m4,male,o,anchor,-48
16,f4,female,a,anchor,-50
16,f4,female,i,anchor,-40
16,f8,female,o,anchor,-30
16,f5,female,i,anchor,-38
16,f6,female,o,anchor,-56
16,m5,male,a,anchor,-41
16,f4,female,o,anchor,-62
16,m8,male,o,anchor,-14
16,m5,male,i,anchor,-59
16,m2,male,i,anchor,-43
16,m1,male,i,anchor,-51
16,m1,male,o,anchor,-33
16,m8,male,i,anchor,-47
16,f1,female,o,anchor,-40
16,m4,male,i,anchor,-17
16,m1,male,a,anchor,-49
16,f8,female,i,anchor,-53
16,f1,female,i,anchor,-58
16,f1,female,a,anchor,-53
16,m2,male,a,anchor,-40
16,f5,female,o,anchor,-50
16,m2,male,o,anchor,-52
16,m8,male,a,anchor,-41
16,f5,female,a,anchor,-49
17,m4,male,a,anchor,-53
17,m8,male,a,anchor,-54
17,f1,female,o,anchor,-45
17,m5,male,i,anchor,-44
17,m1,male,a,anchor,-45
17,f4,female,a,anchor,-40
17,f4,female,i,anchor,-61
17,m8,male,i,anchor,-50
17,f6,female,o,anchor,-52
17,f5,female,o,anchor,-52
17,f1,female,a,anchor,-35
17,f6,female,i,anchor,-40
17,m1,male,i,anchor,-52
17,m4,male,o,anchor,-64
17,f5,female,i,anchor,-53
17,m5,male,o,anchor,-52
17,f8,female,a,anchor,-35
17,f8,female,o,anchor,-50
17,m8,male,o,anchor,-56
17,m5,male,a,anchor,-41
17,f8,female,i,anchor,-45
17,m2,male,i,anchor,-34
17,f6,female,a,anchor,-54
17,f1,female,i,anchor,-50
17,f5,female,a,anchor,-56
17,m2,male,a,anchor,-53
17,m2,male,o,anchor,-32
17,m1,male,o,anchor,-38
17,m4,male,i,anchor,-53
17,f4,female,o,anchor,-41
18,f4,female,i,anchor,-20
18,f5,female,o,anchor,22
18,f8,female,o,anchor,-27
18,m8,male,o,anchor,22
18,m2,male,a,anchor,10
18,f4,female,o,anchor,0
18,f8,female,a,anchor,1
18,m1,male,a,anchor,15
18,f4,female,a,anchor,31
18,m4,male,i,anchor,23
18,m4,male,o,anchor,-20
18,m5,male,i,anchor,-13
18,m1,male,o,anchor,18
18,m2,male,i,anchor,9
18,f6,female,o,anchor,-21
18,f6,female,a,anchor,-11
18,f1,female,i,anchor,-34
18,f1,female,o,anchor,-11
18,m8,male,i,anchor,27
18,m2,male,o,anchor,6
18,m5,male,o,anchor,28
18,m5,male,a,anchor,-10
18,f6,female,i,anchor,-70
18,f8,female,i,anchor,8
18,f5,female,i,anchor,10
18,f1,female,a,anchor,5
18,m4,male,a,anchor,0
18,m1,male,i,anchor,-8
18,m8,male,a,anchor,-14
18,f5,female,a,anchor,18
19,f1,female,o,anchor,-100
19,f4,female,o,anchor,-65
19,m8,male,i,anchor,-62
19,f1,female,i,anchor,-67
19,m4,male,o,anchor,-73
19,m8,male,o,anchor,-45
19,f5,female,i,anchor,-70
19,f4,female,a,anchor,-32
19,f1,female,a,anchor,-63
19,m5,male,o,anchor,-41
19,f8,female,a,anchor,-32
19,f8,female,o,anchor,-68
19,f6,female,i,anchor,-83
19,m1,male,a,anchor,-41
19,m2,male,a,anchor,-31
19,m2,male,i,anchor,-47
19,f5,female,a,anchor,-67
